feedback_id,brand,source,timestamp,text,engagement_metrics,geo_location
FDBK-MAR-30942,Maruti,DealerReview,2024-12-19 14:59:31,"Loving my new Fronx, smooth ride and great features!","{'likes': 163, 'shares': 92, 'comments': 2}",Hyderabad
FDBK-MAR-30943,Maruti,Twitter,2025-05-30 13:45:46,The WagonR is value for money and feature-rich.,"{'likes': 209, 'shares': 11, 'comments': 4}",Bengaluru
FDBK-MAR-30944,Maruti,Twitter,2024-08-23 23:29:44,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 268, 'shares': 40, 'comments': 7}",Patna
FDBK-MAR-30945,Maruti,DealerSurvey,2025-03-25 09:42:54,The WagonR is value for money and feature-rich.,"{'likes': 111, 'shares': 64, 'comments': 39}",Surat
FDBK-MAR-30946,Maruti,Twitter,2024-07-04 19:04:35,Not happy with the after-sales service for my Baleno.,"{'likes': 278, 'shares': 65, 'comments': 16}",Ahmedabad
FDBK-MAR-30947,Maruti,Facebook,2024-06-23 15:21:28,"The Alto has good design, waiting for more reviews.","{'likes': 495, 'shares': 38, 'comments': 48}",Delhi
FDBK-MAR-30948,Maruti,Twitter,2025-03-12 07:16:33,Mileage of my Fronx is not as expected.,"{'likes': 177, 'shares': 69, 'comments': 10}",Patna
FDBK-MAR-30949,Maruti,DealerReview,2024-02-24 16:34:55,Very satisfied with the mileage on my Swift.,"{'likes': 114, 'shares': 99, 'comments': 25}",Lucknow
FDBK-MAR-30950,Maruti,Twitter,2024-12-27 07:10:57,Very satisfied with the mileage on my Swift.,"{'likes': 17, 'shares': 15, 'comments': 25}",Delhi
FDBK-MAR-30951,Maruti,YouTubeComment,2024-11-01 07:30:50,The Brezza is value for money and feature-rich.,"{'likes': 171, 'shares': 34, 'comments': 31}",Chandigarh
FDBK-MAR-30952,Maruti,Facebook,2024-08-19 19:41:27,"The Ertiga has good design, waiting for more reviews.","{'likes': 274, 'shares': 33, 'comments': 40}",Chandigarh
FDBK-MAR-30953,Maruti,DealerReview,2025-04-26 10:53:03,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 419, 'shares': 80, 'comments': 31}",Nagpur
FDBK-MAR-30954,Maruti,Facebook,2025-05-28 04:52:33,"Saw new Dzire campaign online, looks interesting.","{'likes': 290, 'shares': 55, 'comments': 15}",Chandigarh
FDBK-MAR-30955,Maruti,DealerReview,2025-01-24 02:00:51,Very satisfied with the mileage on my Swift.,"{'likes': 477, 'shares': 7, 'comments': 32}",Hyderabad
FDBK-MAR-30956,Maruti,DealerReview,2025-03-23 10:53:17,Service delays are frustrating at Maruti dealership.,"{'likes': 356, 'shares': 56, 'comments': 22}",Hyderabad
FDBK-MAR-30957,Maruti,YouTubeComment,2024-08-14 00:29:24,Very satisfied with the mileage on my Alto.,"{'likes': 263, 'shares': 91, 'comments': 36}",Pune
FDBK-MAR-30958,Maruti,Facebook,2024-05-29 17:42:26,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 435, 'shares': 31, 'comments': 48}",Kolkata
FDBK-MAR-30959,Maruti,Twitter,2024-02-09 10:16:14,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 25, 'shares': 76, 'comments': 48}",Chennai
FDBK-MAR-30960,Maruti,Facebook,2024-04-11 00:31:26,The Dzire is value for money and feature-rich.,"{'likes': 282, 'shares': 100, 'comments': 25}",Ahmedabad
FDBK-MAR-30961,Maruti,Facebook,2025-06-25 16:11:06,"Saw new WagonR campaign online, looks interesting.","{'likes': 457, 'shares': 71, 'comments': 47}",Mumbai
FDBK-MAR-30962,Maruti,DealerSurvey,2025-07-25 19:33:21,The Swift is value for money and feature-rich.,"{'likes': 352, 'shares': 100, 'comments': 1}",Ahmedabad
FDBK-MAR-30963,Maruti,DealerReview,2025-03-31 14:05:03,"Loving my new Baleno, smooth ride and great features!","{'likes': 280, 'shares': 19, 'comments': 0}",Bengaluru
FDBK-MAR-30964,Maruti,Facebook,2025-04-18 11:24:59,Facing issues with AC in my Swift.,"{'likes': 383, 'shares': 0, 'comments': 10}",Delhi
FDBK-MAR-30965,Maruti,DealerSurvey,2024-05-11 04:10:48,Very satisfied with the mileage on my Fronx.,"{'likes': 84, 'shares': 8, 'comments': 4}",Indore
FDBK-MAR-30966,Maruti,YouTubeComment,2024-10-10 06:38:32,Service delays are frustrating at Maruti dealership.,"{'likes': 327, 'shares': 0, 'comments': 10}",Mumbai
FDBK-MAR-30967,Maruti,DealerReview,2025-02-05 20:43:49,Not happy with the after-sales service for my Ertiga.,"{'likes': 44, 'shares': 85, 'comments': 45}",Lucknow
FDBK-MAR-30968,Maruti,Instagram,2025-03-20 14:11:56,The Swift feels overpriced for what it offers.,"{'likes': 444, 'shares': 41, 'comments': 15}",Lucknow
FDBK-MAR-30969,Maruti,YouTubeComment,2025-05-04 08:02:54,"The Fronx is perfect for my family, spacious and reliable.","{'likes': 309, 'shares': 23, 'comments': 5}",Indore
FDBK-MAR-30970,Maruti,Facebook,2024-04-11 18:21:05,Very satisfied with the mileage on my Grand Vitara.,"{'likes': 141, 'shares': 37, 'comments': 14}",Indore
FDBK-MAR-30971,Maruti,Facebook,2024-08-24 04:48:03,Very satisfied with the mileage on my WagonR.,"{'likes': 269, 'shares': 99, 'comments': 15}",Delhi
FDBK-MAR-30972,Maruti,Instagram,2025-03-17 17:03:59,"Test drove the Baleno, decent experience.","{'likes': 246, 'shares': 80, 'comments': 50}",Jaipur
FDBK-MAR-30973,Maruti,Instagram,2024-02-21 04:39:00,"The Swift has good design, waiting for more reviews.","{'likes': 287, 'shares': 54, 'comments': 35}",Mumbai
FDBK-MAR-30974,Maruti,Instagram,2025-01-22 11:20:56,"The Fronx has good design, waiting for more reviews.","{'likes': 400, 'shares': 18, 'comments': 20}",Ahmedabad
FDBK-MAR-30975,Maruti,YouTubeComment,2025-08-02 02:30:26,"Saw new Alto campaign online, looks interesting.","{'likes': 26, 'shares': 0, 'comments': 20}",Patna
FDBK-MAR-30976,Maruti,Facebook,2025-08-19 02:27:05,Great service from Maruti dealer when I bought my Swift.,"{'likes': 398, 'shares': 76, 'comments': 2}",Delhi
FDBK-MAR-30977,Maruti,Instagram,2025-07-28 14:19:27,"Loving my new Ertiga, smooth ride and great features!","{'likes': 475, 'shares': 93, 'comments': 18}",Patna
FDBK-MAR-30978,Maruti,YouTubeComment,2024-07-06 14:46:43,The Dzire feels overpriced for what it offers.,"{'likes': 147, 'shares': 36, 'comments': 46}",Mumbai
FDBK-MAR-30979,Maruti,Twitter,2025-07-19 21:52:48,"Saw new Dzire campaign online, looks interesting.","{'likes': 165, 'shares': 79, 'comments': 13}",Nagpur
FDBK-MAR-30980,Maruti,Facebook,2025-07-22 11:12:09,"Loving my new Grand Vitara, smooth ride and great features!","{'likes': 35, 'shares': 22, 'comments': 30}",Hyderabad
FDBK-MAR-30981,Maruti,Twitter,2025-03-02 06:47:59,"Test drove the Baleno, decent experience.","{'likes': 190, 'shares': 5, 'comments': 44}",Kolkata
FDBK-MAR-30982,Maruti,YouTubeComment,2024-12-17 16:35:59,"Test drove the Grand Vitara, decent experience.","{'likes': 325, 'shares': 67, 'comments': 8}",Surat
FDBK-MAR-30983,Maruti,DealerReview,2025-02-24 17:41:48,Very satisfied with the mileage on my Fronx.,"{'likes': 63, 'shares': 76, 'comments': 10}",Patna
FDBK-MAR-30984,Maruti,DealerSurvey,2025-05-16 10:00:06,"Considering buying the Ertiga, still comparing options.","{'likes': 497, 'shares': 43, 'comments': 22}",Chennai
FDBK-MAR-30985,Maruti,YouTubeComment,2024-10-23 11:57:33,The Fronx is value for money and feature-rich.,"{'likes': 114, 'shares': 22, 'comments': 23}",Delhi
FDBK-MAR-30986,Maruti,Twitter,2025-01-24 18:44:15,Great service from Maruti dealer when I bought my Alto.,"{'likes': 308, 'shares': 30, 'comments': 19}",Chandigarh
FDBK-MAR-30987,Maruti,Instagram,2025-03-24 08:36:58,"Saw new Grand Vitara campaign online, looks interesting.","{'likes': 362, 'shares': 43, 'comments': 19}",Jaipur
FDBK-MAR-30988,Maruti,Twitter,2024-06-13 22:29:19,The Ignis is value for money and feature-rich.,"{'likes': 241, 'shares': 56, 'comments': 30}",Ahmedabad
FDBK-MAR-30989,Maruti,Facebook,2025-03-09 03:52:30,Service delays are frustrating at Maruti dealership.,"{'likes': 236, 'shares': 85, 'comments': 37}",Indore
FDBK-MAR-30990,Maruti,YouTubeComment,2024-03-04 04:15:03,Very satisfied with the mileage on my Ignis.,"{'likes': 148, 'shares': 94, 'comments': 43}",Chennai
FDBK-MAR-30991,Maruti,Twitter,2024-10-31 07:48:51,The Baleno is value for money and feature-rich.,"{'likes': 381, 'shares': 28, 'comments': 10}",Surat
FDBK-MAR-30992,Maruti,YouTubeComment,2024-01-02 01:47:15,Service delays are frustrating at Maruti dealership.,"{'likes': 240, 'shares': 13, 'comments': 36}",Indore
FDBK-MAR-30993,Maruti,Twitter,2025-08-04 20:07:41,Great service from Maruti dealer when I bought my Dzire.,"{'likes': 138, 'shares': 74, 'comments': 12}",Pune
FDBK-MAR-30994,Maruti,Twitter,2024-12-31 23:34:52,Very satisfied with the mileage on my Ertiga.,"{'likes': 268, 'shares': 25, 'comments': 30}",Bengaluru
FDBK-MAR-30995,Maruti,DealerReview,2024-05-25 14:30:48,"Saw new Ertiga campaign online, looks interesting.","{'likes': 488, 'shares': 66, 'comments': 8}",Jaipur
FDBK-MAR-30996,Maruti,Twitter,2025-04-02 07:18:09,The Swift feels overpriced for what it offers.,"{'likes': 498, 'shares': 59, 'comments': 50}",Nagpur
FDBK-MAR-30997,Maruti,DealerReview,2024-02-18 07:50:20,"The Ignis has good design, waiting for more reviews.","{'likes': 4, 'shares': 40, 'comments': 6}",Patna
FDBK-MAR-30998,Maruti,Facebook,2025-04-12 15:55:49,The Alto is value for money and feature-rich.,"{'likes': 211, 'shares': 78, 'comments': 22}",Nagpur
FDBK-MAR-30999,Maruti,Facebook,2025-08-29 07:08:49,Service delays are frustrating at Maruti dealership.,"{'likes': 234, 'shares': 2, 'comments': 6}",Ahmedabad
FDBK-MAR-31000,Maruti,Twitter,2025-08-12 09:59:58,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 148, 'shares': 34, 'comments': 29}",Lucknow
FDBK-MAR-31001,Maruti,DealerReview,2025-05-09 17:30:48,"Visited dealer to check Baleno, staff was okay.","{'likes': 392, 'shares': 29, 'comments': 11}",Jaipur
FDBK-MAR-31002,Maruti,DealerReview,2024-04-07 16:14:55,"Considering buying the Brezza, still comparing options.","{'likes': 250, 'shares': 91, 'comments': 42}",Chandigarh
FDBK-MAR-31003,Maruti,Instagram,2024-08-08 08:27:24,Great service from Maruti dealer when I bought my WagonR.,"{'likes': 100, 'shares': 11, 'comments': 22}",Pune
FDBK-MAR-31004,Maruti,DealerSurvey,2024-01-02 09:05:58,"Visited dealer to check Baleno, staff was okay.","{'likes': 122, 'shares': 77, 'comments': 9}",Indore
FDBK-MAR-31005,Maruti,DealerSurvey,2024-10-27 11:31:23,"Test drove the Fronx, decent experience.","{'likes': 60, 'shares': 47, 'comments': 8}",Nagpur
FDBK-MAR-31006,Maruti,DealerReview,2024-04-25 23:31:39,"The Baleno is perfect for my family, spacious and reliable.","{'likes': 248, 'shares': 78, 'comments': 17}",Pune
FDBK-MAR-31007,Maruti,Twitter,2024-12-31 11:46:30,Very satisfied with the mileage on my Dzire.,"{'likes': 258, 'shares': 54, 'comments': 11}",Hyderabad
FDBK-MAR-31008,Maruti,DealerSurvey,2024-04-02 10:02:11,The Swift is value for money and feature-rich.,"{'likes': 100, 'shares': 15, 'comments': 46}",Chennai
FDBK-MAR-31009,Maruti,Instagram,2025-04-20 19:36:58,"Visited dealer to check Grand Vitara, staff was okay.","{'likes': 386, 'shares': 61, 'comments': 6}",Surat
FDBK-MAR-31010,Maruti,Twitter,2025-03-15 07:21:13,Mileage of my Fronx is not as expected.,"{'likes': 38, 'shares': 96, 'comments': 11}",Indore
FDBK-MAR-31011,Maruti,Facebook,2025-07-08 19:34:19,"Loving my new Ignis, smooth ride and great features!","{'likes': 100, 'shares': 47, 'comments': 44}",Chandigarh
FDBK-MAR-31012,Maruti,DealerSurvey,2025-06-22 15:59:31,Very satisfied with the mileage on my Ignis.,"{'likes': 393, 'shares': 38, 'comments': 42}",Delhi
FDBK-MAR-31013,Maruti,YouTubeComment,2024-03-19 18:28:30,Very satisfied with the mileage on my Ertiga.,"{'likes': 290, 'shares': 49, 'comments': 17}",Patna
FDBK-MAR-31014,Maruti,Instagram,2024-01-01 21:16:13,Service delays are frustrating at Maruti dealership.,"{'likes': 170, 'shares': 7, 'comments': 3}",Ahmedabad
FDBK-MAR-31015,Maruti,Instagram,2024-06-10 18:45:59,"Saw new Alto campaign online, looks interesting.","{'likes': 425, 'shares': 12, 'comments': 22}",Indore
FDBK-MAR-31016,Maruti,DealerReview,2025-06-06 09:59:29,"Saw new Swift campaign online, looks interesting.","{'likes': 38, 'shares': 66, 'comments': 0}",Bengaluru
FDBK-MAR-31017,Maruti,DealerSurvey,2024-12-02 15:40:58,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 14, 'shares': 9, 'comments': 4}",Chennai
FDBK-MAR-31018,Maruti,Twitter,2024-01-21 12:27:08,"The Dzire is perfect for my family, spacious and reliable.","{'likes': 186, 'shares': 88, 'comments': 9}",Hyderabad
FDBK-MAR-31019,Maruti,DealerReview,2024-02-11 22:19:20,Not happy with the after-sales service for my Baleno.,"{'likes': 469, 'shares': 44, 'comments': 24}",Chandigarh
FDBK-MAR-31020,Maruti,Facebook,2024-05-21 13:11:49,"Loving my new WagonR, smooth ride and great features!","{'likes': 84, 'shares': 58, 'comments': 26}",Surat
FDBK-MAR-31021,Maruti,DealerSurvey,2025-07-08 23:43:10,"Loving my new Brezza, smooth ride and great features!","{'likes': 431, 'shares': 39, 'comments': 6}",Hyderabad
FDBK-MAR-31022,Maruti,Twitter,2024-12-24 00:47:16,Very satisfied with the mileage on my Swift.,"{'likes': 453, 'shares': 37, 'comments': 7}",Pune
FDBK-MAR-31023,Maruti,Instagram,2024-09-18 11:44:03,"The Baleno is perfect for my family, spacious and reliable.","{'likes': 302, 'shares': 66, 'comments': 43}",Patna
FDBK-MAR-31024,Maruti,YouTubeComment,2025-03-31 12:33:49,"Considering buying the Ertiga, still comparing options.","{'likes': 189, 'shares': 93, 'comments': 47}",Bengaluru
FDBK-MAR-31025,Maruti,Instagram,2024-05-20 00:33:11,"The Fronx is perfect for my family, spacious and reliable.","{'likes': 189, 'shares': 58, 'comments': 36}",Surat
FDBK-MAR-31026,Maruti,Facebook,2024-12-13 14:02:44,"Loving my new Ignis, smooth ride and great features!","{'likes': 385, 'shares': 72, 'comments': 20}",Lucknow
FDBK-MAR-31027,Maruti,Instagram,2024-02-08 10:02:09,Facing issues with AC in my Dzire.,"{'likes': 195, 'shares': 33, 'comments': 41}",Delhi
FDBK-MAR-31028,Maruti,YouTubeComment,2024-06-27 06:02:24,Facing issues with AC in my Dzire.,"{'likes': 266, 'shares': 98, 'comments': 14}",Mumbai
FDBK-MAR-31029,Maruti,Instagram,2024-05-03 06:13:44,"Saw new Swift campaign online, looks interesting.","{'likes': 133, 'shares': 25, 'comments': 47}",Pune
FDBK-MAR-31030,Maruti,Facebook,2025-08-29 04:46:06,The Fronx is value for money and feature-rich.,"{'likes': 69, 'shares': 0, 'comments': 6}",Surat
FDBK-MAR-31031,Maruti,Facebook,2025-01-01 20:09:48,"Loving my new Fronx, smooth ride and great features!","{'likes': 74, 'shares': 88, 'comments': 28}",Jaipur
FDBK-MAR-31032,Maruti,DealerReview,2025-05-17 12:01:14,"The Baleno is perfect for my family, spacious and reliable.","{'likes': 207, 'shares': 38, 'comments': 16}",Pune
FDBK-MAR-31033,Maruti,Facebook,2025-07-28 21:40:50,Service delays are frustrating at Maruti dealership.,"{'likes': 429, 'shares': 21, 'comments': 38}",Kolkata
FDBK-MAR-31034,Maruti,YouTubeComment,2024-04-21 01:41:08,Very satisfied with the mileage on my Brezza.,"{'likes': 481, 'shares': 29, 'comments': 3}",Lucknow
FDBK-MAR-31035,Maruti,Twitter,2025-01-02 01:41:37,"The Alto is perfect for my family, spacious and reliable.","{'likes': 107, 'shares': 22, 'comments': 0}",Hyderabad
FDBK-MAR-31036,Maruti,YouTubeComment,2024-05-23 23:03:05,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 299, 'shares': 91, 'comments': 27}",Surat
FDBK-MAR-31037,Maruti,Instagram,2025-04-14 09:28:29,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 439, 'shares': 3, 'comments': 31}",Indore
FDBK-MAR-31038,Maruti,Facebook,2024-07-16 22:40:43,"Saw new Ertiga campaign online, looks interesting.","{'likes': 17, 'shares': 13, 'comments': 15}",Ahmedabad
FDBK-MAR-31039,Maruti,Twitter,2025-01-28 23:54:46,The Baleno is value for money and feature-rich.,"{'likes': 29, 'shares': 90, 'comments': 40}",Kolkata
FDBK-MAR-31040,Maruti,YouTubeComment,2024-12-13 06:07:11,The Grand Vitara is value for money and feature-rich.,"{'likes': 3, 'shares': 64, 'comments': 45}",Ahmedabad
FDBK-MAR-31041,Maruti,Facebook,2025-06-17 12:03:02,"Visited dealer to check Swift, staff was okay.","{'likes': 6, 'shares': 66, 'comments': 36}",Nagpur
FDBK-MAR-31042,Maruti,YouTubeComment,2024-10-28 10:59:25,Very satisfied with the mileage on my Brezza.,"{'likes': 186, 'shares': 77, 'comments': 13}",Indore
FDBK-MAR-31043,Maruti,DealerReview,2025-01-23 23:33:35,Service delays are frustrating at Maruti dealership.,"{'likes': 440, 'shares': 39, 'comments': 16}",Lucknow
FDBK-MAR-31044,Maruti,Instagram,2024-01-27 14:43:17,Facing issues with AC in my Brezza.,"{'likes': 330, 'shares': 40, 'comments': 46}",Kolkata
FDBK-MAR-31045,Maruti,Instagram,2025-07-06 12:02:02,"Loving my new Ertiga, smooth ride and great features!","{'likes': 211, 'shares': 83, 'comments': 6}",Hyderabad
FDBK-MAR-31046,Maruti,YouTubeComment,2025-08-03 23:21:18,Facing issues with AC in my Alto.,"{'likes': 268, 'shares': 19, 'comments': 31}",Chandigarh
FDBK-MAR-31047,Maruti,Twitter,2025-05-09 08:09:30,Mileage of my Ertiga is not as expected.,"{'likes': 345, 'shares': 65, 'comments': 16}",Surat
FDBK-MAR-31048,Maruti,Facebook,2024-08-30 10:10:37,"The Swift is perfect for my family, spacious and reliable.","{'likes': 139, 'shares': 18, 'comments': 0}",Pune
FDBK-MAR-31049,Maruti,DealerSurvey,2024-12-20 05:11:41,Not happy with the after-sales service for my WagonR.,"{'likes': 289, 'shares': 93, 'comments': 38}",Mumbai
FDBK-MAR-31050,Maruti,Facebook,2024-05-15 20:07:26,"Considering buying the Swift, still comparing options.","{'likes': 420, 'shares': 83, 'comments': 11}",Ahmedabad
FDBK-MAR-31051,Maruti,Facebook,2024-10-25 22:54:39,Mileage of my Brezza is not as expected.,"{'likes': 185, 'shares': 7, 'comments': 33}",Lucknow
FDBK-MAR-31052,Maruti,YouTubeComment,2025-03-29 00:33:02,"Loving my new Brezza, smooth ride and great features!","{'likes': 24, 'shares': 95, 'comments': 13}",Surat
FDBK-MAR-31053,Maruti,YouTubeComment,2025-03-03 14:31:55,"Considering buying the Swift, still comparing options.","{'likes': 235, 'shares': 91, 'comments': 39}",Ahmedabad
FDBK-MAR-31054,Maruti,DealerReview,2024-08-25 21:04:20,"Loving my new Baleno, smooth ride and great features!","{'likes': 280, 'shares': 96, 'comments': 39}",Delhi
FDBK-MAR-31055,Maruti,Instagram,2024-02-16 02:49:44,"Saw new Fronx campaign online, looks interesting.","{'likes': 45, 'shares': 77, 'comments': 38}",Chennai
FDBK-MAR-31056,Maruti,DealerSurvey,2024-10-27 09:44:28,"Loving my new WagonR, smooth ride and great features!","{'likes': 122, 'shares': 60, 'comments': 27}",Hyderabad
FDBK-MAR-31057,Maruti,YouTubeComment,2025-06-06 16:58:27,"The Ertiga is perfect for my family, spacious and reliable.","{'likes': 251, 'shares': 68, 'comments': 41}",Indore
FDBK-MAR-31058,Maruti,Facebook,2025-02-17 19:13:54,"Visited dealer to check Ertiga, staff was okay.","{'likes': 148, 'shares': 60, 'comments': 39}",Hyderabad
FDBK-MAR-31059,Maruti,DealerSurvey,2024-05-21 10:12:10,Very satisfied with the mileage on my WagonR.,"{'likes': 374, 'shares': 85, 'comments': 1}",Lucknow
FDBK-MAR-31060,Maruti,Facebook,2025-05-10 14:11:47,"Loving my new Alto, smooth ride and great features!","{'likes': 375, 'shares': 46, 'comments': 46}",Indore
FDBK-MAR-31061,Maruti,Twitter,2024-12-29 22:39:47,Very satisfied with the mileage on my Swift.,"{'likes': 498, 'shares': 20, 'comments': 6}",Indore
FDBK-MAR-31062,Maruti,Instagram,2024-06-21 23:47:07,Facing issues with AC in my Swift.,"{'likes': 14, 'shares': 1, 'comments': 47}",Jaipur
FDBK-MAR-31063,Maruti,YouTubeComment,2024-01-10 14:54:15,Very satisfied with the mileage on my WagonR.,"{'likes': 72, 'shares': 7, 'comments': 42}",Nagpur
FDBK-MAR-31064,Maruti,Facebook,2025-02-24 11:47:09,The Brezza feels overpriced for what it offers.,"{'likes': 111, 'shares': 84, 'comments': 8}",Mumbai
FDBK-MAR-31065,Maruti,Instagram,2025-03-26 06:18:03,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 486, 'shares': 66, 'comments': 27}",Ahmedabad
FDBK-MAR-31066,Maruti,Instagram,2025-07-05 19:07:01,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 424, 'shares': 27, 'comments': 12}",Delhi
FDBK-MAR-31067,Maruti,DealerSurvey,2024-11-12 02:58:19,"Loving my new Ertiga, smooth ride and great features!","{'likes': 289, 'shares': 84, 'comments': 5}",Kolkata
FDBK-MAR-31068,Maruti,Instagram,2024-09-16 11:16:35,Very satisfied with the mileage on my Ertiga.,"{'likes': 186, 'shares': 88, 'comments': 0}",Pune
FDBK-MAR-31069,Maruti,YouTubeComment,2025-07-09 12:55:37,The Baleno is value for money and feature-rich.,"{'likes': 338, 'shares': 5, 'comments': 25}",Chennai
FDBK-MAR-31070,Maruti,DealerSurvey,2025-01-03 08:47:25,The Swift is value for money and feature-rich.,"{'likes': 362, 'shares': 78, 'comments': 17}",Indore
FDBK-MAR-31071,Maruti,Instagram,2025-02-08 05:29:04,"Loving my new Ertiga, smooth ride and great features!","{'likes': 295, 'shares': 34, 'comments': 8}",Kolkata
FDBK-MAR-31072,Maruti,Twitter,2025-08-06 04:48:01,"Loving my new Ignis, smooth ride and great features!","{'likes': 413, 'shares': 40, 'comments': 13}",Chandigarh
FDBK-MAR-31073,Maruti,Facebook,2024-06-28 18:24:33,The Brezza is value for money and feature-rich.,"{'likes': 291, 'shares': 7, 'comments': 34}",Nagpur
FDBK-MAR-31074,Maruti,Instagram,2025-03-04 01:35:13,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 234, 'shares': 42, 'comments': 8}",Patna
FDBK-MAR-31075,Maruti,Instagram,2024-07-16 03:07:24,"The Grand Vitara is perfect for my family, spacious and reliable.","{'likes': 160, 'shares': 4, 'comments': 5}",Patna
FDBK-MAR-31076,Maruti,YouTubeComment,2024-11-10 17:53:04,"The Baleno has good design, waiting for more reviews.","{'likes': 472, 'shares': 34, 'comments': 22}",Bengaluru
FDBK-MAR-31077,Maruti,DealerSurvey,2024-01-20 01:11:17,"Considering buying the Ertiga, still comparing options.","{'likes': 358, 'shares': 34, 'comments': 20}",Indore
FDBK-MAR-31078,Maruti,DealerReview,2025-01-13 09:43:45,The Fronx feels overpriced for what it offers.,"{'likes': 191, 'shares': 30, 'comments': 38}",Jaipur
FDBK-MAR-31079,Maruti,DealerSurvey,2024-07-28 23:22:25,Not happy with the after-sales service for my Fronx.,"{'likes': 11, 'shares': 31, 'comments': 9}",Lucknow
FDBK-MAR-31080,Maruti,Twitter,2024-08-06 08:29:31,"Loving my new Swift, smooth ride and great features!","{'likes': 464, 'shares': 66, 'comments': 21}",Mumbai
FDBK-MAR-31081,Maruti,DealerSurvey,2024-09-19 04:23:15,Very satisfied with the mileage on my WagonR.,"{'likes': 108, 'shares': 58, 'comments': 18}",Bengaluru
FDBK-MAR-31082,Maruti,Twitter,2024-09-20 18:44:11,"Loving my new Ertiga, smooth ride and great features!","{'likes': 285, 'shares': 67, 'comments': 40}",Pune
FDBK-MAR-31083,Maruti,Instagram,2024-04-03 02:33:43,The Ignis is value for money and feature-rich.,"{'likes': 352, 'shares': 77, 'comments': 23}",Lucknow
FDBK-MAR-31084,Maruti,Facebook,2024-12-10 07:24:14,"Visited dealer to check Fronx, staff was okay.","{'likes': 3, 'shares': 21, 'comments': 35}",Ahmedabad
FDBK-MAR-31085,Maruti,DealerSurvey,2025-01-18 03:59:12,"The Ignis has good design, waiting for more reviews.","{'likes': 28, 'shares': 43, 'comments': 45}",Kolkata
FDBK-MAR-31086,Maruti,Facebook,2025-05-20 15:07:26,"Loving my new WagonR, smooth ride and great features!","{'likes': 231, 'shares': 18, 'comments': 38}",Pune
FDBK-MAR-31087,Maruti,DealerSurvey,2025-01-23 01:45:17,Great service from Maruti dealer when I bought my Dzire.,"{'likes': 215, 'shares': 14, 'comments': 4}",Indore
FDBK-MAR-31088,Maruti,Instagram,2025-06-06 09:43:53,"Test drove the Dzire, decent experience.","{'likes': 143, 'shares': 53, 'comments': 30}",Surat
FDBK-MAR-31089,Maruti,Facebook,2025-07-01 20:27:59,Very satisfied with the mileage on my Swift.,"{'likes': 118, 'shares': 25, 'comments': 4}",Mumbai
FDBK-MAR-31090,Maruti,DealerReview,2024-04-24 00:46:01,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 247, 'shares': 11, 'comments': 14}",Kolkata
FDBK-MAR-31091,Maruti,YouTubeComment,2024-06-18 12:46:40,Very satisfied with the mileage on my Alto.,"{'likes': 404, 'shares': 67, 'comments': 30}",Chennai
FDBK-MAR-31092,Maruti,DealerSurvey,2024-06-09 08:11:36,Facing issues with AC in my Alto.,"{'likes': 425, 'shares': 17, 'comments': 45}",Bengaluru
FDBK-MAR-31093,Maruti,Facebook,2024-01-16 11:47:56,"Saw new Dzire campaign online, looks interesting.","{'likes': 33, 'shares': 0, 'comments': 43}",Patna
FDBK-MAR-31094,Maruti,DealerReview,2025-06-10 03:56:34,Very satisfied with the mileage on my Baleno.,"{'likes': 417, 'shares': 33, 'comments': 7}",Chennai
FDBK-MAR-31095,Maruti,DealerSurvey,2024-05-04 02:04:14,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 330, 'shares': 34, 'comments': 49}",Hyderabad
FDBK-MAR-31096,Maruti,Facebook,2025-02-21 01:41:13,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 216, 'shares': 97, 'comments': 8}",Indore
FDBK-MAR-31097,Maruti,DealerSurvey,2024-09-27 19:50:19,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 32, 'shares': 99, 'comments': 27}",Patna
FDBK-MAR-31098,Maruti,Instagram,2025-05-17 19:34:53,"Considering buying the Brezza, still comparing options.","{'likes': 283, 'shares': 13, 'comments': 25}",Mumbai
FDBK-MAR-31099,Maruti,DealerReview,2024-12-15 00:07:03,"Loving my new Grand Vitara, smooth ride and great features!","{'likes': 429, 'shares': 100, 'comments': 46}",Patna
FDBK-MAR-31100,Maruti,Twitter,2024-02-04 05:49:49,The Dzire feels overpriced for what it offers.,"{'likes': 86, 'shares': 33, 'comments': 33}",Mumbai
FDBK-MAR-31101,Maruti,YouTubeComment,2025-05-30 03:37:14,"The Ertiga is perfect for my family, spacious and reliable.","{'likes': 89, 'shares': 33, 'comments': 20}",Nagpur
