campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-11213,Maruti,Fronx Discount Campaign 4,2024-12-13,2024-12-29,Dealer,Fronx,Eco-conscious Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-13 to 2024-12-29.,62952,4205,,0.0668,0.035
CAMP-MAR-11214,Maruti,Brezza Launch Campaign 7,2025-07-20,2025-08-01,SMS,Brezza,First-time Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-20 to 2025-08-01.,53076,817,,0.0154,0.055
CAMP-MAR-11215,Maruti,Grand Vitara Festive Offer Campaign 1,2024-11-04,2024-11-17,Display Ads,Grand Vitara,Urban Families,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-04 to 2024-11-17.,66693,66,,0.001,0.075
CAMP-MAR-11216,Maruti,Brezza Test Drive Campaign 47,2025-01-18,2025-03-19,In-showroom,Brezza,Rural Buyers,Save big on Brezza — Exchange bonus available,Save big on Brezza — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-18 to 2025-03-19.,44886,3038,,0.0677,0.034
CAMP-MAR-11217,Maruti,Baleno Exchange Bonus Campaign 30,2025-05-02,2025-05-28,Dealer,Baleno,Affluent Buyers,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-02 to 2025-05-28.,23320,1107,,0.0475,0.052
CAMP-MAR-11218,Maruti,Brezza Festive Offer Campaign 24,2024-05-23,2024-06-03,Social Media,Brezza,Tech-savvy Professionals,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-23 to 2024-06-03.,63485,1898,,0.0299,0.038
CAMP-MAR-11219,Maruti,Dzire Discount Campaign 45,2025-03-19,2025-05-14,Display Ads,Dzire,Gen Z,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-19 to 2025-05-14.,13991,251,,0.0179,0.04
CAMP-MAR-11220,Maruti,Swift Service Camp Campaign 14,2024-02-04,2024-03-22,TV,Swift,Urban Families,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-04 to 2024-03-22.,21209,271,,0.0128,0.075
CAMP-MAR-11221,Maruti,Fronx Launch Campaign 48,2024-09-10,2024-10-27,In-showroom,Fronx,Rural Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-10 to 2024-10-27.,73975,4741,,0.0641,0.03
CAMP-MAR-11222,Maruti,Baleno Exchange Bonus Campaign 43,2024-10-23,2024-12-16,Email,Baleno,Gen Z,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-23 to 2024-12-16.,40759,2571,4132,0.0631,0.044
CAMP-MAR-11223,Maruti,Swift Awareness Campaign 23,2025-04-14,2025-05-29,Social Media,Swift,Gen Z,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-14 to 2025-05-29.,20860,275,,0.0132,0.025
CAMP-MAR-11224,Maruti,Fronx Service Camp Campaign 9,2024-07-26,2024-09-04,Social Media,Fronx,Tech-savvy Professionals,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-26 to 2024-09-04.,31162,922,,0.0296,0.049
CAMP-MAR-11225,Maruti,Alto Finance Offer Campaign 15,2025-01-25,2025-03-25,Social Media,Alto,Affluent Buyers,Alto: Feature-packed & family-friendly,Alto: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-25 to 2025-03-25.,30628,627,,0.0205,0.079
CAMP-MAR-11226,Maruti,Dzire Exchange Bonus Campaign 10,2024-04-08,2024-04-25,Social Media,Dzire,Affluent Buyers,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-08 to 2024-04-25.,28956,518,,0.0179,0.086
CAMP-MAR-11227,Maruti,Dzire Exchange Bonus Campaign 27,2025-03-29,2025-05-07,SMS,Dzire,First-time Buyers,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-29 to 2025-05-07.,28166,360,,0.0128,0.058
CAMP-MAR-11228,Maruti,Fronx Discount Campaign 1,2024-10-15,2024-11-05,Social Media,Fronx,Tech-savvy Professionals,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-15 to 2024-11-05.,32139,337,,0.0105,0.043
CAMP-MAR-11229,Maruti,WagonR Test Drive Campaign 37,2025-04-29,2025-06-13,TV,WagonR,Urban Families,Upgrade to WagonR — Special finance rates,Upgrade to WagonR — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-29 to 2025-06-13.,32929,605,,0.0184,0.041
CAMP-MAR-11230,Maruti,Swift Exchange Bonus Campaign 5,2024-07-22,2024-08-21,Social Media,Swift,Gen Z,Exclusive offer on Swift — Limited time!,Exclusive offer on Swift — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-22 to 2024-08-21.,22228,26,,0.0012,0.042
CAMP-MAR-11231,Maruti,Alto Finance Offer Campaign 34,2025-01-06,2025-01-24,Social Media,Alto,Fleet Managers,Save big on Alto — Exchange bonus available,Save big on Alto — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-06 to 2025-01-24.,22675,226,,0.01,0.092
CAMP-MAR-11232,Maruti,Fronx Launch Campaign 38,2024-06-04,2024-07-08,Social Media,Fronx,First-time Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-04 to 2024-07-08.,60397,1081,,0.0179,0.068
CAMP-MAR-11233,Maruti,Brezza Festive Offer Campaign 3,2024-03-21,2024-04-28,Social Media,Brezza,Urban Families,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-21 to 2024-04-28.,65747,1485,,0.0226,0.062
CAMP-MAR-11234,Maruti,Grand Vitara Awareness Campaign 20,2024-08-24,2024-10-22,SMS,Grand Vitara,Gen Z,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-24 to 2024-10-22.,37911,1235,,0.0326,0.032
CAMP-MAR-11235,Maruti,Fronx Service Camp Campaign 3,2024-11-04,2024-12-12,Display Ads,Fronx,First-time Buyers,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-04 to 2024-12-12.,500,1,,0.002,0.048
CAMP-MAR-11236,Maruti,WagonR Test Drive Campaign 50,2024-01-01,2024-01-08,Dealer,WagonR,Affluent Buyers,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-01 to 2024-01-08.,11203,863,,0.077,0.062
CAMP-MAR-11237,Maruti,WagonR Finance Offer Campaign 50,2024-02-02,2024-02-25,Dealer,WagonR,First-time Buyers,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-02 to 2024-02-25.,37475,2840,,0.0758,0.059
CAMP-MAR-11238,Maruti,WagonR Discount Campaign 36,2025-08-08,2025-08-21,Search Ads,WagonR,Tech-savvy Professionals,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-08 to 2025-08-21.,40832,1314,,0.0322,0.034
CAMP-MAR-11239,Maruti,Brezza Service Camp Campaign 7,2024-05-02,2024-05-25,Social Media,Brezza,Urban Families,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-02 to 2024-05-25.,56182,56,,0.001,0.06
CAMP-MAR-11240,Maruti,Grand Vitara Exchange Bonus Campaign 15,2025-02-05,2025-03-29,Social Media,Grand Vitara,Rural Buyers,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-05 to 2025-03-29.,51943,1303,,0.0251,0.045
CAMP-MAR-11241,Maruti,Brezza Exchange Bonus Campaign 31,2024-03-15,2024-04-08,Search Ads,Brezza,Affluent Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-15 to 2024-04-08.,76423,1559,,0.0204,0.059
CAMP-MAR-11242,Maruti,Baleno Test Drive Campaign 12,2024-08-22,2024-10-12,Dealer,Baleno,Tech-savvy Professionals,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-22 to 2024-10-12.,23074,1015,,0.044,0.059
CAMP-MAR-11243,Maruti,Brezza Test Drive Campaign 18,2024-07-15,2024-09-13,Dealer,Brezza,Affluent Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-15 to 2024-09-13.,43237,3216,,0.0744,0.059
CAMP-MAR-11244,Maruti,Fronx Finance Offer Campaign 33,2024-08-06,2024-09-30,Dealer,Fronx,Gen Z,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-06 to 2024-09-30.,19429,1441,,0.0742,0.02
CAMP-MAR-11245,Maruti,Brezza Service Camp Campaign 15,2024-09-10,2024-11-08,In-showroom,Brezza,First-time Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-10 to 2024-11-08.,42402,3672,,0.0866,0.051
CAMP-MAR-11246,Maruti,Baleno Launch Campaign 17,2025-05-25,2025-06-13,Display Ads,Baleno,Tech-savvy Professionals,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-25 to 2025-06-13.,15836,253,,0.016,0.033
CAMP-MAR-11247,Maruti,Ignis Discount Campaign 18,2025-02-06,2025-03-08,Dealer,Ignis,Gen Z,Save big on Ignis — Exchange bonus available,Save big on Ignis — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-06 to 2025-03-08.,30478,2057,,0.0675,0.021
CAMP-MAR-11248,Maruti,Ertiga Test Drive Campaign 16,2024-10-05,2024-10-30,SMS,Ertiga,Urban Families,Exclusive offer on Ertiga — Limited time!,Exclusive offer on Ertiga — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-05 to 2024-10-30.,55167,1660,,0.0301,0.071
CAMP-MAR-11249,Maruti,Dzire Exchange Bonus Campaign 29,2025-01-30,2025-03-14,Social Media,Dzire,Fleet Managers,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-30 to 2025-03-14.,29094,218,,0.0075,0.076
CAMP-MAR-11250,Maruti,Ignis Launch Campaign 42,2025-01-25,2025-03-11,Social Media,Ignis,First-time Buyers,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-25 to 2025-03-11.,86808,503,,0.0058,0.055
CAMP-MAR-11251,Maruti,Brezza Test Drive Campaign 10,2025-06-17,2025-06-29,Social Media,Brezza,Rural Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-17 to 2025-06-29.,46955,46,,0.001,0.028
CAMP-MAR-11252,Maruti,Baleno Test Drive Campaign 36,2024-02-01,2024-03-09,SMS,Baleno,Tech-savvy Professionals,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-01 to 2024-03-09.,33276,668,,0.0201,0.069
CAMP-MAR-11253,Maruti,Brezza Finance Offer Campaign 42,2024-06-12,2024-07-07,Social Media,Brezza,Rural Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-12 to 2024-07-07.,57803,80,,0.0014,0.051
CAMP-MAR-11254,Maruti,Ignis Service Camp Campaign 28,2024-10-11,2024-11-27,SMS,Ignis,Fleet Managers,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-11 to 2024-11-27.,39121,633,,0.0162,0.069
CAMP-MAR-11255,Maruti,Grand Vitara Discount Campaign 30,2025-06-21,2025-07-14,In-showroom,Grand Vitara,Urban Families,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-21 to 2025-07-14.,18375,1209,,0.0658,0.099
CAMP-MAR-11256,Maruti,Fronx Service Camp Campaign 38,2024-02-08,2024-02-15,Dealer,Fronx,Tech-savvy Professionals,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-08 to 2024-02-15.,74961,5149,,0.0687,0.053
CAMP-MAR-11257,Maruti,Fronx Service Camp Campaign 36,2025-01-07,2025-01-22,Social Media,Fronx,Urban Families,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-07 to 2025-01-22.,77838,1019,,0.0131,0.047
CAMP-MAR-11258,Maruti,Dzire Exchange Bonus Campaign 44,2024-04-30,2024-05-18,Social Media,Dzire,First-time Buyers,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-30 to 2024-05-18.,33197,1271,,0.0383,0.046
CAMP-MAR-11259,Maruti,Baleno Awareness Campaign 46,2025-06-21,2025-08-15,Search Ads,Baleno,Urban Families,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-21 to 2025-08-15.,26571,829,,0.0312,0.075
CAMP-MAR-11260,Maruti,Baleno Test Drive Campaign 12,2025-05-27,2025-06-23,Display Ads,Baleno,Tech-savvy Professionals,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-27 to 2025-06-23.,35990,730,,0.0203,0.04
CAMP-MAR-11261,Maruti,Brezza Launch Campaign 11,2025-06-09,2025-06-25,Search Ads,Brezza,Tech-savvy Professionals,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-09 to 2025-06-25.,20359,380,,0.0187,0.058
CAMP-MAR-11262,Maruti,Fronx Exchange Bonus Campaign 43,2024-02-23,2024-04-20,In-showroom,Fronx,Urban Families,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-23 to 2024-04-20.,49411,3290,,0.0666,0.071
CAMP-MAR-11263,Maruti,Fronx Finance Offer Campaign 3,2024-09-14,2024-11-02,TV,Fronx,Rural Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-14 to 2024-11-02.,75720,1060,,0.014,0.043
CAMP-MAR-11264,Maruti,Fronx Test Drive Campaign 36,2025-05-28,2025-06-28,Dealer,Fronx,Tech-savvy Professionals,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-28 to 2025-06-28.,53227,3023,,0.0568,0.054
CAMP-MAR-11265,Maruti,Fronx Exchange Bonus Campaign 13,2024-01-05,2024-02-23,Display Ads,Fronx,Gen Z,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-05 to 2024-02-23.,53358,752,,0.0141,0.045
CAMP-MAR-11266,Maruti,Fronx Launch Campaign 44,2025-04-27,2025-06-21,SMS,Fronx,Eco-conscious Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-27 to 2025-06-21.,45648,2255,,0.0494,0.021
CAMP-MAR-11267,Maruti,Ignis Service Camp Campaign 50,2024-07-16,2024-09-14,Social Media,Ignis,Urban Families,Ignis: Feature-packed & family-friendly,Ignis: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-16 to 2024-09-14.,76388,1718,,0.0225,0.045
CAMP-MAR-11268,Maruti,Fronx Launch Campaign 20,2025-06-12,2025-07-28,Social Media,Fronx,First-time Buyers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-12 to 2025-07-28.,56589,1052,,0.0186,0.033
CAMP-MAR-11269,Maruti,Fronx Test Drive Campaign 6,2025-02-11,2025-03-29,Dealer,Fronx,Affluent Buyers,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-11 to 2025-03-29.,31243,1159,,0.0371,0.081
CAMP-MAR-11270,Maruti,Ertiga Test Drive Campaign 38,2024-10-18,2024-11-17,TV,Ertiga,Tech-savvy Professionals,Upgrade to Ertiga — Special finance rates,Upgrade to Ertiga — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-18 to 2024-11-17.,52158,52,,0.001,0.063
CAMP-MAR-11271,Maruti,Fronx Test Drive Campaign 37,2024-11-17,2024-12-22,Social Media,Fronx,Tech-savvy Professionals,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-17 to 2024-12-22.,57841,1197,,0.0207,0.048
CAMP-MAR-11272,Maruti,WagonR Launch Campaign 12,2024-10-11,2024-10-22,Dealer,WagonR,Gen Z,Upgrade to WagonR — Special finance rates,Upgrade to WagonR — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-11 to 2024-10-22.,27605,1159,,0.042,0.041
CAMP-MAR-11273,Maruti,Grand Vitara Awareness Campaign 27,2024-07-03,2024-07-18,Social Media,Grand Vitara,Tech-savvy Professionals,Drive home a Grand Vitara with low EMI,Drive home a Grand Vitara with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-03 to 2024-07-18.,21464,367,,0.0171,0.067
CAMP-MAR-11274,Maruti,WagonR Launch Campaign 10,2024-04-11,2024-05-17,Display Ads,WagonR,Affluent Buyers,Upgrade to WagonR — Special finance rates,Upgrade to WagonR — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-11 to 2024-05-17.,51175,51,,0.001,0.068
CAMP-MAR-11275,Maruti,Grand Vitara Discount Campaign 39,2024-02-18,2024-03-27,Search Ads,Grand Vitara,First-time Buyers,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-18 to 2024-03-27.,64209,2613,,0.0407,0.062
CAMP-MAR-11276,Maruti,Dzire Test Drive Campaign 36,2024-11-17,2024-11-29,Social Media,Dzire,Affluent Buyers,Save big on Dzire — Exchange bonus available,Save big on Dzire — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-17 to 2024-11-29.,36351,712,,0.0196,0.058
CAMP-MAR-11277,Maruti,Fronx Exchange Bonus Campaign 43,2025-06-22,2025-08-16,Email,Fronx,Fleet Managers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-22 to 2025-08-16.,58862,2848,7968,0.0484,0.097
CAMP-MAR-11278,Maruti,Fronx Exchange Bonus Campaign 23,2025-05-23,2025-06-18,In-showroom,Fronx,Tech-savvy Professionals,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-23 to 2025-06-18.,59190,5125,,0.0866,0.044
CAMP-MAR-11279,Maruti,Alto Awareness Campaign 38,2024-04-16,2024-04-29,Social Media,Alto,Urban Families,Upgrade to Alto — Special finance rates,Upgrade to Alto — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-16 to 2024-04-29.,17107,116,,0.0068,0.042
CAMP-MAR-11280,Maruti,WagonR Awareness Campaign 48,2025-08-06,2025-09-06,TV,WagonR,Urban Families,WagonR: Feature-packed & family-friendly,WagonR: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-06 to 2025-09-06.,1712,10,,0.0058,0.077
CAMP-MAR-11281,Maruti,Brezza Exchange Bonus Campaign 17,2024-03-03,2024-04-17,SMS,Brezza,First-time Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-03 to 2024-04-17.,30687,174,,0.0057,0.041
CAMP-MAR-11282,Maruti,Grand Vitara Service Camp Campaign 41,2024-01-05,2024-02-16,SMS,Grand Vitara,Gen Z,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-05 to 2024-02-16.,53588,798,,0.0149,0.04
CAMP-MAR-11283,Maruti,WagonR Festive Offer Campaign 42,2025-03-21,2025-05-17,Dealer,WagonR,Rural Buyers,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-21 to 2025-05-17.,17816,872,,0.0489,0.037
CAMP-MAR-11284,Maruti,Fronx Exchange Bonus Campaign 19,2024-06-29,2024-08-25,Search Ads,Fronx,Fleet Managers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-29 to 2024-08-25.,50949,2588,,0.0508,0.069
CAMP-MAR-11285,Maruti,Ignis Festive Offer Campaign 43,2025-07-16,2025-08-29,Social Media,Ignis,Urban Families,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-16 to 2025-08-29.,29043,525,,0.0181,0.073
CAMP-MAR-11286,Maruti,Fronx Awareness Campaign 36,2024-07-01,2024-08-19,Dealer,Fronx,First-time Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-01 to 2024-08-19.,36522,1504,,0.0412,0.032
CAMP-MAR-11287,Maruti,Ignis Test Drive Campaign 48,2024-07-10,2024-07-29,In-showroom,Ignis,Rural Buyers,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-10 to 2024-07-29.,56695,5618,,0.0991,0.041
CAMP-MAR-11288,Maruti,Brezza Festive Offer Campaign 31,2025-03-08,2025-03-28,Dealer,Brezza,First-time Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-08 to 2025-03-28.,70057,4182,,0.0597,0.035
CAMP-MAR-11289,Maruti,Brezza Awareness Campaign 29,2024-09-24,2024-10-20,Email,Brezza,Fleet Managers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-24 to 2024-10-20.,61763,2297,5933,0.0372,0.06
CAMP-MAR-11290,Maruti,Fronx Exchange Bonus Campaign 7,2025-07-26,2025-09-21,Social Media,Fronx,Affluent Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-26 to 2025-09-21.,24014,437,,0.0182,0.067
CAMP-MAR-11291,Maruti,Swift Exchange Bonus Campaign 14,2024-10-13,2024-11-21,In-showroom,Swift,Fleet Managers,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-13 to 2024-11-21.,29317,2371,,0.0809,0.079
CAMP-MAR-11292,Maruti,Baleno Service Camp Campaign 5,2024-02-20,2024-03-15,Social Media,Baleno,Gen Z,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-20 to 2024-03-15.,26686,344,,0.0129,0.031
CAMP-MAR-11293,Maruti,Baleno Discount Campaign 44,2024-10-18,2024-11-09,Social Media,Baleno,Fleet Managers,Test drive the new Baleno today,Test drive the new Baleno today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-18 to 2024-11-09.,34230,1218,,0.0356,0.1
CAMP-MAR-11294,Maruti,Brezza Finance Offer Campaign 40,2024-05-21,2024-06-14,In-showroom,Brezza,Eco-conscious Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-21 to 2024-06-14.,87817,7973,,0.0908,0.04
CAMP-MAR-11295,Maruti,Fronx Launch Campaign 24,2025-07-11,2025-08-24,Search Ads,Fronx,Eco-conscious Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-11 to 2025-08-24.,23381,495,,0.0212,0.023
CAMP-MAR-11296,Maruti,Swift Finance Offer Campaign 22,2025-03-31,2025-05-04,In-showroom,Swift,Rural Buyers,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-31 to 2025-05-04.,18764,1609,,0.0857,0.034
CAMP-MAR-11297,Maruti,WagonR Test Drive Campaign 43,2025-02-10,2025-04-04,Display Ads,WagonR,Urban Families,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-10 to 2025-04-04.,23640,23,,0.001,0.059
CAMP-MAR-11298,Maruti,Brezza Exchange Bonus Campaign 15,2025-05-09,2025-06-21,Social Media,Brezza,Rural Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-09 to 2025-06-21.,88018,3494,,0.0397,0.021
CAMP-MAR-11299,Maruti,Fronx Awareness Campaign 8,2024-11-27,2024-12-17,TV,Fronx,Rural Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-27 to 2024-12-17.,52532,52,,0.001,0.032
CAMP-MAR-11300,Maruti,Brezza Awareness Campaign 38,2025-02-24,2025-03-21,Search Ads,Brezza,Urban Families,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-24 to 2025-03-21.,55311,1261,,0.0228,0.072
